mean_elevation (m),mean_slope,mean_precipitation (mm),imperviousness,"flooded (yes =1, no =0)",distance_to_drainage (m)
424.28,20.45,21.52,0,0,51.24
56.5,5.76,15.13,0,0,115.65
57.24,7.57,15.13,0,0,132.98
58.93,6.94,15.13,0,0,74.54
40.98,8.96,15.13,0,0,0
67.32,9.16,15.13,0,0,149.25
49.29,12.12,15.13,0,0,0
70.31,7.16,15.13,0,0,174.05
57.63,9.88,15.13,0,0,135.97
63.11,10.04,15.13,0,0,0
618.19,9.36,20.84,0,0,3.74
619,19.27,20.84,0,0,0
472.81,44.3,23.34,0,0,0
50.93,11.76,10.94,0,0,32.68
45.6,4.15,10.94,0,0,0
59,21.76,10.94,0,0,0
66.43,6.72,11.49,0,0,0
75.07,9.31,11.49,0,0,48.59
506.67,10.36,20.52,0,0,0
738.82,16.02,8.99,0,0,591.4
770.7,12.52,8.99,0,0,328.9
778.63,13.19,15.07,0,0,93.7
761.38,13.85,15.07,0,0,51.12
735.14,22.91,21.16,0,0,0
670.1,29.89,12.25,0,0,55.22
841.91,19.7,12.25,0,0,624.67
848,31.54,11.29,0,0,5.45
1135.75,13.64,9.53,0,0,0
593.12,50.12,9.53,0,1,0
1017.05,31.15,9.77,0,0,0
782.5,18.08,16.36,0,0,0
788.5,12.58,16.36,0,0,12.55
795.67,12.46,11.51,0,0,103.47
795.67,11.47,11.51,0,0,90.53
799,12.81,11.51,0,0,89.42
803.02,20.6,13.94,0,0,70.96
957.38,35.29,14.78,0,0,342.41
1025.14,32.13,14.78,0,0,71.34
975.63,38.1,14.78,0,0,54.29
961.12,22.4,14.78,0,0,14.34
979.58,30.79,14.78,0,0,56.9
898.29,24.55,10.75,0,0,6.63
855,6.33,10.75,0,0,0
533.17,23.91,8.3,0,0,61.11
533.5,29.46,8.3,0,0,82.27
533,7.24,8.3,0,0,9.06
533,11.61,8.3,0,0,20.44
601.86,11.49,8.3,0,0,0
527.79,15.38,8.3,0,0,14.21
519.33,7.45,8.3,0,0,0
591.91,14.93,8.3,0,0,407.26
588.55,17.56,8.3,0,0,273.18
1014.16,24.36,8.58,0,0,51.86
1053.15,22.54,13.07,0,0,21.29
692.04,16.39,17.59,0,0,127.7
712.26,32.99,10.47,0,0,72.02
775.9,13.7,14.03,0,0,0
699.25,18.38,10.47,0,0,0
731.97,17.83,10.47,0,0,27.46
548.83,2.43,10.47,0,0,31.54
981.57,12.78,10.47,0,0,308.76
984.27,11.35,10.47,0,0,290.22
926.13,25.74,10.47,0,0,0
969.84,24.81,22.56,0,0,18.81
564.96,25.72,10.47,0,0,4.93
552.27,14.57,10.47,0,0,10.54
576.2,20.79,10.47,0,0,281.75
558.84,14.25,10.47,0,0,79.01
554.91,7.21,10.47,0,0,11.79
636.57,35.13,10.47,0,0,352.29
798.98,41.92,10.47,0,0,706.02
811.35,32.2,10.47,0,0,146.38
785.13,36.67,10.47,0,0,4.16
877,14.46,10.47,0,0,39.02
857.11,29.92,10.43,0,0,0.23
633.86,40.41,10.47,0,0,0
696.9,17.43,10.47,0,0,73.75
970.18,28.84,13.24,0,0,17.46
525.5,6.31,25.08,0,0,0
525.33,8.03,25.08,0,0,37.48
276,57.74,31.06,0,1,24.04
398.6,55.15,31.06,0,0,7.64
984.57,7.25,9.34,0,0,122.73
976.87,11.39,9.34,0,0,110.21
983.73,15.86,9.34,0,0,105.27
1000.83,19.29,9.34,0,0,255.43
1010.33,18.55,9.34,0,0,340.62
1071.7,13.76,9.34,0,0,112.14
1094.72,10.06,9.34,0,0,169.3
1055.04,16.89,9.34,0,0,84.5
1009,11.13,9.34,0,0,367.73
1007.33,14.19,9.34,0,0,323.76
1015.76,16.26,9.34,0,0,330.17
1075.83,22.43,9.34,0,0,763.52
1075.27,8.64,9.34,0,0,769.08
1027.75,9.41,9.34,0,0,480.48
821.41,35.99,9.34,0,1,386.46
787.14,51.83,9.34,0,0,420.26
814.77,45.96,9.34,0,0,4.09
648.04,43.99,8.14,0,0,117.57
670.68,53.42,8.14,0,0,310.04
823.68,26.7,8.14,0,0,445.64
834.21,18.87,8.14,0,0,325.89
859.61,32.3,8.14,0,0,594.45
884.95,21.64,9.34,0,0,369.08
878.59,27.62,8.74,0,0,420.39
1012,1.28,13.07,0,0,0
1037.5,10.57,9.34,0,0,0
1053.88,14.1,9.34,0,0,2.95
796.47,23.63,16.29,0,0,66.74
570.52,32.3,17.31,0,0,0
466.3,34.6,17.31,0,0,0
392.56,53.05,17.31,0,0,0
307.45,56.75,19.58,0,0,87.12
611.14,42.77,17.31,0,0,536.62
578.2,16.51,17.31,0,0,537.42
725.4,44.37,17.31,0,0,774.89
734.5,12.54,17.31,0,0,774.89
692.29,25.48,17.31,0,0,729.96
660.96,37.68,17.31,0,0,507.12
712.25,34.63,18.89,0,0,0
675.03,49.99,20.46,0,0,411.15
662.36,23.18,20.46,0,0,12.65
695,32.02,20.46,0,0,291.73
719.49,17.27,19.18,0,0,133.11
979.98,33.65,7,0,1,145.5
843.56,38.97,0,0,0,862.11
786.5,32.41,19.24,0,0,1174.62
758.5,35.29,17.31,0,0,1105.66
758.46,14.81,17.31,0,0,704.25
886.44,22.78,8.95,0,0,123.56
889.3,12.44,16.06,0,0,0
1108.34,14.09,13.51,0,0,87.76
1086.68,30.62,26.89,0,0,697.27
1021.88,26.95,27.56,0,0,1710.99
1050.98,32.34,27.56,0,0,1710.62
889.75,5.76,24.49,0,0,1380.79
892,7.75,24.49,0,0,943.91
889.83,5.99,24.49,0,0,1326.92
904.22,9.82,24.49,0,0,1255.05
896.33,10.57,24.49,0,0,1392.95
893.45,5.58,24.49,0,0,1301.05
897.25,8.57,24.49,0,0,761.08
474,11.92,17.31,0,0,3.22
561.33,28.13,17.31,0,0,137.2
630.06,26.29,19.58,0,0,620.87
896.76,31.53,25.18,0,1,1135.25
1116.96,12.82,13.51,0,0,141.63
1040.74,33.59,27.56,0,0,1843.66
880.14,27.02,26.37,0,0,1742.57
1091.54,11.22,13.51,0,0,325.16
1102.72,11.09,13.51,0,0,337.19
1123.69,10.61,13.51,0,0,493.72
1120.41,9.13,13.51,0,0,531.12
1786.03,16.31,7.76,0,0,0
1715.66,15.37,7.76,0,0,0
1632,22.59,14.04,0,0,15.29
1781.4,4.34,7.76,0,0,66.35
1785.23,3.12,7.76,0,0,188.07
1828.33,20.91,7.76,0,0,0
1818.85,19.2,14.04,0,0,521.27
1802.85,37.69,14.04,0,0,540.82
1631.18,28.6,11.27,0,0,0
1734.78,40.8,15.2,0,0,0
1566.78,23.54,14.04,0,0,0
1570.43,19.8,14.04,0,0,0
1781.42,33.73,14.04,0,0,1032.61
1780.41,38.03,14.04,0,1,877.93
1723.28,28.03,14.04,0,0,456.7
1634.11,28.15,14.04,0,1,111.89
1069.9,45,27.56,0,0,1219.08
906.72,17.25,24.49,0,0,1602.36
900.3,18.5,24.49,0,0,1829.28
930.67,14.64,24.49,0,0,1748.86
973.72,12.12,10.38,0,0,0
1220,11.2,6.14,0,0,0
1314.02,13.54,6.14,0,0,10.53
1467.4,4.32,7.76,0,0,3.61
1466.5,4.1,7.76,0,0,0
1636,8.35,4.19,0,0,0
1609.88,25.63,4.19,0,0,4.45
1576,13.3,4.19,0,0,7.46
1558.53,15.17,4.19,0,0,16.77
1581,22.26,4.19,0,0,0
2507.41,22.18,7.76,0,1,196.29
2291.66,34.75,7.76,0,0,4.81
2154.75,57.14,7.76,0,0,264.38
1854.95,18.69,7.76,0,0,179.18
1943.3,42.09,7.76,0,0,528.16
1880.34,22.63,7.76,0,0,0
1903.17,24.1,7.76,0,0,50.29
1729.25,31.22,7.76,0,0,40.66
1799.5,28.74,7.76,0,1,0
1947.19,32.38,7.76,0,0,0
1847,35.53,7.76,0,0,53.84
1856.14,24.19,7.76,0,0,137.78
44.43,8.1,17.14,0,0,82.84
898,2.47,0,0,0,0
898.96,3.86,0,0,0,33.35
911.25,7.84,0,0,0,46.28
903.75,8.58,0,0,0,0
939.71,10.43,0,0,0,8.58
927.06,6.32,0,0,0,41.48
894.25,7.61,0,0,0,0
977,8.51,0,0,0,51.34
1119.33,11.01,0,0,0,0
1126.83,23.37,0,0,0,24.4
70.5,3.55,18.6,0,0,0
71,5.54,18.6,0,0,16.43
635.59,46.65,9.68,0,0,355.41
788.12,38.46,9.17,0,0,199.4
586.88,33.62,14.31,0,0,355.41
386.71,17.01,14.31,0,0,556.37
1048.33,15.85,9.34,0,0,250.09
1001.79,18.41,9.34,0,0,152.97
1008.75,15.06,9.34,0,0,307.35
1023.52,21.22,9.34,0,0,220.72
1034.03,12.68,9.34,0,0,340.52
953,16.9,9.34,0,0,0
956.14,8.16,9.34,0,0,10.71
953,16.63,9.34,0,0,16.36
999.26,21.71,9.34,0,0,6.16
968.12,22.32,9.34,0,0,13.32
961,2.92,9.34,0,0,3.09
967.33,11.21,9.34,0,0,0
1032.35,29.61,13.07,0,0,26.62
1038.36,27.94,13.07,0,0,48.45
972.11,16.88,0,0,0,0
989.26,17.78,0,0,0,0
1326.78,29.13,3.07,0,0,237.53
1784.19,15.9,10.9,0,0,150.76
1654.91,55.58,14.04,0,0,0
1122,17.41,11.76,0,0,266.35
1189.97,13.03,16.26,0,0,118.12
1147.33,11.08,14.01,0,0,534.19
1136.93,14.26,11.76,0,0,383.03
1120.83,11.06,16.26,0,0,9.97
1157.86,12.16,14.01,0,0,1055.51
1133.23,12.47,16.16,0,0,813.58
496.3,41.88,17.31,0,0,0
1024.3,26.76,8.3,0,0,326.54
995.29,28.7,8.3,0,0,186.18
1075.53,10.06,11.36,0,0,0
912.33,20.43,8.3,0,0,0
1029.03,17.62,8.3,0,0,0
1096.17,8.97,8.3,0,0,320.65
1045.72,14.83,8.3,0,0,333.96
1005.58,28.36,8.3,0,0,207.94
926.21,31.35,8.3,0,0,3.07
1527.03,22.74,17.37,0,0,8.49
1821.91,31.04,9.96,0,1,0
877.34,9.91,10.22,0,0,292.56
850.51,11.48,10.22,0,0,98.99
1011.94,18.63,0,0,0,0
1050.67,10.01,0,0,0,317.93
829.45,25.81,10.22,0,0,61.56
849.5,14.06,10.22,0,0,420.75
841.78,16.2,11.67,0,0,217.62
910.1,9.97,11.61,0,0,4.4
862.88,19.02,10.22,0,0,89.57
892.27,19.29,10.22,0,0,573.8
823.34,34.36,10.22,0,0,62.57
862.23,20.14,13.12,0,0,32.12
822.47,18.21,11.67,0,0,0
18.8,5.37,15.66,0,0,0
20.67,5.25,15.66,0,0,203.03
3,8.54,13.21,0,0,0
5,2.56,13.21,0,0,246.18
5.83,5.67,13.21,0,0,73.06
6.89,4.59,13.21,0,0,97.44
7,4.46,13.21,0,0,188.13
838.25,18.66,12.2,0,0,0
862,18.71,10.03,0,0,76.36
848.67,10.46,10.03,0,0,147.98
816.7,16.39,10.03,0,0,82.1
817.35,17.38,10.03,0,0,0
7.93,2.94,13.21,88,0,13.31
6,5.41,13.21,7,0,0
10.56,3.47,13.21,35,0,12.38
7.5,2.03,13.21,4,0,0
5,2.43,10.33,0,0,0
4.71,4.49,10.33,20,1,6.25
999.47,18.88,10.22,0,0,4.49
777.83,16.55,8.3,0,0,9.51
770,12.15,8.3,0,0,0
767.39,14.51,8.3,0,0,0
740.35,21.96,17.91,0,0,0
841.4,21.14,0,0,0,19.76
690.58,27.85,17.91,0,0,0
884.29,20.83,0,0,0,350.29
873.68,25.36,0,0,0,192.3
781.05,40.78,11.61,0,0,275.15
856.77,19.13,11.61,0,0,0
863.21,15.6,15.64,0,0,57.34
862.04,27.34,18.61,0,0,354.29
5.67,6.82,10.33,0,0,458.79
8.6,6.26,10.33,0,0,599.45
4,3.22,10.33,0,0,238.5
4,4.03,10.33,0,1,718.53
6.5,3.93,10.33,5,0,159.67
389.36,18.1,22.23,0,0,20.13
750.59,17.51,22.23,0,0,376.86
717.85,24.59,22.23,0,0,0
981.52,22.08,21.72,0,1,0
722.73,18.72,22.4,0,0,0
552.53,22.33,22.23,0,0,123.66
355.44,9.66,22.23,0,0,0
359.5,8.98,22.23,0,0,0
410.71,27.34,22.23,0,0,0
2.84,3.17,0,0,1,3.21
4.5,3.61,0,0,0,329.19
1075.52,17.24,11.36,0,0,124.86
1037,29.35,11.36,0,0,119.7
1054.89,11.06,11.36,0,0,119.7
898.33,8.1,0,0,0,7.52
1055.45,15.86,11.36,0,0,201.53
963.48,28.91,5.68,0,0,0
939.13,17.9,11.8,0,0,15.78
1027.35,18.8,11.36,0,0,445.83
921.85,13.34,11.36,0,0,0
970.54,15.76,5.68,0,0,64.75
1027.63,17.38,11.36,0,0,0
908.02,15.52,5.68,0,0,12.23
983.52,17.55,5.68,0,0,13.21
902,4.13,0,0,0,9.07
902,4.13,0,0,0,8.03
465,36.15,17.31,0,0,0
592.65,19.07,19.88,0,0,4.47
670.07,12.01,20.46,0,0,0
693.41,19.11,17.91,0,0,530.39
569.98,25.51,17.91,0,0,0
836.41,31.74,8.35,0,0,41.32
815.56,39.1,0,0,1,28.09
811.58,16.81,0,0,0,0
777.3,41.31,0,0,0,0
821.11,30.51,0,0,0,0
753,8.58,0,0,0,104.43
908.67,16.37,0,0,0,275.81
899.25,10,0,0,0,213.39
800.69,24.99,5.19,0,0,0
764.27,25.47,0,0,0,0
921.85,34.49,0,0,0,139.47
812.44,16.43,0,0,0,8.08
887.46,19.86,5.19,0,0,195.23
872.3,10.74,0,0,0,264.8
1050.17,12.83,0,0,0,174.2
1059.62,12.79,0,0,0,55.74
1059.63,13.99,0,0,0,79.66
694.5,11.48,20.46,0,0,4.25
1660.9,23.6,11.01,0,0,115.5
1660.33,14.24,11.01,0,0,310.72
1630.94,16.65,11.01,0,0,29.87
1872.25,16.48,6.88,0,0,0
1946.61,32.49,4.45,0,0,790.98
1680,26.55,6.93,0,0,221.99
842.71,14.5,11.61,0,0,0
891.58,14.91,11.61,0,0,90.65
898.94,12.28,11.61,0,0,1.52
1051.5,9.75,7,0,0,197.81
857.86,15.71,11.61,0,0,393.38
880.95,15.13,11.61,0,0,342.49
874.38,14.05,11.61,0,0,285.85
795.74,23.49,11.61,0,0,2.42
898.65,13.37,11.61,0,0,0
821.18,32.12,10.83,0,0,57.1
811.93,16.92,11.22,0,0,0
860.17,14.12,11.61,0,0,118.78
564.33,18.11,10.47,0,0,189.4
545,5.54,10.47,0,0,0
568.91,34.59,10.47,0,0,187.89
570.95,31.51,10.47,0,0,105.77
565,26.45,10.47,0,0,10.34
641.77,24.24,10.47,0,0,28.41
581.33,45.43,10.47,0,0,4.08
570.63,21.83,10.47,0,0,373.25
552.83,6.17,10.47,0,0,10.46
549,1.28,10.47,0,0,0
553.57,6.43,10.47,0,0,4.56
550.45,12.38,10.47,0,0,10.23
560.78,11.77,10.43,24,0,0
840.33,24.03,10.43,0,0,291.92
883.43,30.23,10.47,0,0,147.67
857.8,9.82,10.47,0,0,52.35
946.25,19.93,10.47,0,0,0
871.89,24.37,10.47,0,0,151
947,31.84,10.47,0,0,393.92
919.17,42.87,10.47,0,0,285.2
646.5,40.99,10.38,0,0,9.7
598.05,30.82,10.38,6,0,33.75
547.5,5.32,10.47,0,0,1.08
551.5,9.34,10.47,0,0,11.44
547.5,3.79,10.47,0,0,0
650.71,8.95,10.38,0,0,15.74
678.04,34.15,10.38,0,0,202.19
699.92,25.76,10.38,0,0,309.01
651.71,13.6,10.38,0,0,89.58
694.29,29.58,16.11,0,0,370.61
665.39,27,5.19,0,0,218.09
676.72,24.34,10.38,0,0,0
952.13,27.33,10.38,0,0,199.5
981.77,17.21,10.38,0,0,0
984.23,13.54,10.38,0,0,0
970.5,2.82,10.38,0,0,0
971,2.29,10.38,0,0,10.58
822.26,27.16,10.38,0,0,15.69
916.28,25.12,10.38,0,0,29.69
931.1,25.89,10.38,0,0,29.69
935.79,26.12,10.38,0,0,572.61
918.79,20.98,10.38,0,0,229.54
862.04,28.27,10.38,0,0,0
10.43,4.43,13.3,3,0,497.55
8.36,6.25,13.3,58,0,11.13
8.61,3.19,13.3,1,0,22.89
5,4.62,13.3,0,0,0
560,28.4,10.47,0,0,23.79
553,17.51,10.47,0,0,0
1274.3,20.76,7.32,0,0,124.81
1572.39,32.35,7.32,0,0,832.83
1237.17,12.1,7.32,0,0,183.03
1232.83,10.57,7.32,0,0,172.6
1227.32,17.3,7.32,0,0,139.76
1287.09,24.11,7.32,0,0,177.63
1228.73,14.45,7.32,0,0,0
1497.3,17.44,7.32,0,0,276.14
1635.82,40.91,5.75,0,0,157.05
14.6,2.41,13.3,0,0,117.8
1677.46,19.64,11.01,0,0,0
1711.13,27.42,11.01,0,0,8.7
1658.74,31.18,11.99,0,0,214.75
1610.11,7.48,11.01,0,0,24.42
1606.7,13.42,11.01,0,0,44.45
1925.5,27.59,11.99,0,1,367.58
1548.5,9.37,7.67,0,0,277.41
843.39,55.18,22.56,0,0,255.78
761.56,32.4,22.56,0,0,217.49
974.65,24.79,22.56,0,0,2.14
720.7,20.06,22.56,0,0,16.99
758.89,21.16,22.56,0,0,0
1891.58,33,9.31,0,0,43.11
1806.14,18.12,9.31,0,0,4.48
1840.15,30.48,9.31,0,0,45.7
1828.73,44.63,9.31,0,0,31.8
1902.74,30.99,9.31,0,0,539.95
1885.52,29.32,9.31,0,0,296.7
1885.2,28.26,9.31,0,0,574.46
1528.5,10.51,14.06,0,0,0
1528.84,17.74,14.06,0,0,12.57
1593.13,24.98,17.37,0,0,27.67
14.8,5.04,28.28,0,0,597.46
11.83,6.75,28.28,0,0,532.99
1657.55,23.99,11.99,0,0,318.05
1670.18,23.54,11.99,0,0,1488.12
27,2.89,29.48,1,0,693.91
27,1.62,29.48,2,0,708.14
27.5,2.76,29.48,3,0,712.71
26.22,4.12,29.48,4,0,596.6
25.5,4.74,29.48,3,0,658.74
26,3.36,29.48,0,0,678.19
26.17,4.29,29.48,1,0,649.31
22.5,8.15,29.48,3,0,743.87
25,6.52,29.48,18,0,761.2
27.33,6.72,29.48,2,0,906.37
27.5,6.58,29.48,0,0,884.46
22.27,8.3,29.48,11,0,821.19
1942.78,35.46,11.99,0,1,0
1970.17,24.96,11.99,0,0,0
1936.8,13.59,11.99,0,0,63.08
1994.64,30.34,6.38,0,0,0
1887.41,37.79,9.31,0,1,103.6
784.81,32.18,16.29,0,0,0
1012.42,19.35,21.46,0,0,30.53
1224.14,21.79,20.36,0,1,0
930.33,20.41,5.43,0,0,119.55
898.47,15.11,0,0,0,87.91
8,5.57,10.33,0,0,149.83
1550.69,12.76,7.02,0,0,18.47
1549.06,14.29,0,0,0,0
1588.61,23.73,0,0,0,180.91
5.71,10.46,10.33,0,0,0
8.25,3.18,10.33,0,0,40.61
7.5,2.93,10.33,0,0,252.62
7.38,4.07,10.33,0,0,62.63
12.29,5.73,11.61,10,0,206.35
9.83,6.22,11.61,24,0,136.65
1488,18.05,16.36,0,0,0
1499.64,26.03,16.36,0,0,14.68
1555.25,18.17,14.04,0,0,0
1599.4,31.3,14.04,0,0,0
847.92,19.73,0,0,0,257.68
814.08,16.1,0,0,0,0
795.01,19.16,0,0,0,0
136,12.89,12.56,0,0,192.79
490.75,29.34,8.3,0,0,7.8
480.33,11.43,8.3,0,0,0
510.18,21.18,8.3,0,0,63.55
477.85,32.49,13.61,0,0,1336.19
779.17,22.41,10.83,0,0,6.83
602.17,11.2,8.3,0,0,55.76
580.13,20.61,8.3,0,0,0
579.74,34.8,4.15,0,0,0.8
567.31,22.4,8.3,0,0,47.57
556.35,36.99,8.3,0,0,0
615.41,22.91,10.83,0,0,23
587.26,33.93,9.56,0,0,28.12
1011.33,24.24,8.14,0,0,1294.42
980.15,17.73,8.14,0,0,1230.27
901.41,17.58,7,0,0,83.52
937.8,8.48,7,0,0,185.6
29,6.37,20.38,0,0,306.04
25.4,5.03,20.38,0,0,356.8
29.75,9.24,20.38,7,0,5.71
29.2,6.84,20.38,0,0,519.22
28.97,5.1,20.38,0,0,398.43
30,5.73,20.38,0,0,718.26
29.75,4.62,20.38,0,0,630.3
30.54,3.45,29.48,0,0,176.69
15,12.04,29.48,0,0,0
26.92,5.41,29.48,0,0,70.75
9,18.95,20.38,0,0,6.65
3.8,5.04,28.46,8,0,817.47
4.33,2.62,28.46,4,0,820.82
7.1,3.41,28.46,81,0,287.34
6.83,2.81,28.46,134,0,287.34
4.94,4.06,28.46,36,0,862.19
6,5.99,13.3,3,0,695.9
15.59,4.86,13.3,54,0,199.96
15.63,3.52,13.3,17,0,156.78
17,4.54,13.3,0,0,175.65
3.7,3.33,11.61,42,0,7.33
4.28,4.69,11.61,23,0,192.93
3.13,7.62,11.61,9,0,283.27
7.86,7.42,10.33,0,0,325.55
17.76,5.23,13.5,93,0,105
11.93,4.83,13.71,0,0,26.27
6.33,5,13.71,0,0,0
5.15,3.76,13.71,0,0,19.3
4,1.05,13.71,0,0,0
7,8.86,13.71,0,0,0
14.63,16.55,13.71,0,0,15.5
2.81,3.97,0,0,0,5.61
7.29,4.58,11.61,17,0,226.73
10.14,3.54,11.61,18,0,442.44
8.5,4.54,11.61,7,0,448.22
7.4,4.94,11.61,14,0,467.52
1.25,4.76,11.61,0,0,574.52
8.33,5.14,11.61,25,0,587.56
8.73,3.57,11.61,19,0,273.25
9.47,4.02,11.61,10,0,516.79
3.48,5.9,11.61,0,0,302.09
8.07,5.61,11.61,0,0,343.03
1.58,4.3,11.61,0,1,343.03
4.15,7.62,11.61,0,1,205.11
9,5.29,13.21,0,0,1.97
9.5,4.69,13.21,0,0,22.89
9.38,3.01,13.21,0,0,7.13
8.29,4.03,13.21,0,0,8.48
7.91,5.02,13.21,7,0,452.03
8.62,5.34,13.21,8,0,528.53
4.89,4.97,13.21,8,0,87.72
10.71,4.22,13.21,3,0,418.74
6.89,7.01,13.21,4,0,496.54
10,10.69,13.21,3,0,597.76
10.5,2.32,13.21,5,0,342.98
6.68,4.34,13.21,113,0,137.47
5,3.24,13.21,4,0,136.62
6,6.33,13.21,2,0,208.07
8.33,2.89,13.21,3,0,390.71
6,6.33,13.21,3,0,212.4
6.29,6.53,13.71,0,0,925.44
9.43,3.94,13.71,0,0,886.17
11.14,3.85,13.71,0,0,598.13
13,4.3,13.71,0,0,603.63
13.8,3.19,13.3,0,0,769.52
11,2.31,13.3,3,0,795.76
12,3.93,13.3,16,0,975.07
11.36,2.75,13.3,19,0,803.79
10.18,3.37,13.3,8,0,2.01
10,9.33,13.3,0,0,0
7.83,3.95,13.3,9,0,3.41
6,5.73,13.3,0,0,0
11.5,4.12,13.3,3,0,2.11
11,2.56,13.3,0,0,0
10.56,4.3,13.71,0,0,157.9
11,0.57,13.71,0,0,0
11.15,3.62,13.3,11,0,164.51
13.2,3.91,13.3,7,0,470.14
11.83,4.54,13.3,10,0,570.65
12.2,3.45,13.3,0,0,459.13
7.75,7.09,13.3,0,0,230.52
6.73,5.91,13.3,4,0,18.95
4,4.94,13.3,0,0,0
7.94,5.31,13.3,0,0,26.36
11.33,4.11,13.3,55,0,6.72
13,3.09,13.3,1,0,0
11.44,3.46,13.3,26,0,0
10,2.8,13.3,2,0,701.27
3,3.89,13.3,0,0,215.04
7.8,3.92,13.3,0,0,2.9
11.57,2.93,13.3,1,0,2.54
3.25,3.59,13.3,0,0,138.22
6.56,3.87,13.3,7,0,30.65
12.33,5.8,13.3,2,0,214.94
11,4.01,13.3,3,0,299.25
9.68,3.39,13.3,1,0,180.72
10.42,2.54,13.3,5,0,284.63
9.5,3.82,13.3,13,0,99.46
5.97,4.29,13.3,1,0,3.41
10.4,3.5,13.3,0,0,270.08
12.9,2.77,13.3,3,0,102.18
9,5.95,13.3,1,0,139.12
8.5,5.62,13.3,0,0,168.05
7.6,9.02,13.3,0,0,558.83
11.67,2.77,13.3,0,0,399.96
13.21,3.6,13.3,0,0,198.46
14,5.83,13.3,0,0,75.18
12,4.73,13.3,0,0,76.95
10,1.28,13.3,0,0,0
10.78,1.13,13.3,10,0,8.59
10.67,1.12,13.3,4,0,1.88
12.2,3.01,13.71,0,0,135.69
11,1.15,13.71,0,0,0
10.6,2.16,13.71,12,0,2.83
11.42,2.11,13.71,16,0,85.1
8,6.58,13.71,0,0,0
10,3.93,13.71,0,0,5.54
11.11,2.46,13.71,0,0,2.12
3.33,4.16,13.71,44,0,286.9
5.25,3.88,13.71,31,0,152.55
7,5.41,13.71,0,0,0
7.5,4.35,13.71,10,0,2.19
11.5,5.22,13.71,0,0,170.27
11.25,4.78,13.71,0,0,163.25
4.88,6.87,13.07,0,1,526.55
10.43,4.93,13.07,0,0,0.84
8,3.99,13.07,0,0,0
8.63,2.95,13.21,5,0,291.22
9,2.75,13.21,1,0,353.61
9.11,6.03,13.14,0,0,0
9.08,5.05,13.21,0,0,5.9
8.3,2.71,13.14,0,0,0
9.35,3.92,13.07,0,0,68.84
10.88,5.46,13.07,0,0,121.05
10.25,2.56,13.07,0,0,0
8.67,4.36,13.07,0,0,0
4.5,4.91,13.07,0,0,0
4.26,6.23,13.07,0,0,3.52
8.14,4.42,13.07,0,0,0
9.71,3.11,13.07,0,0,0
7.35,4.25,13.07,0,0,0
7,10.74,13.21,5,0,97.2
4.5,7.19,13.21,4,0,129.52
4.5,7.19,13.21,4,0,122.41
7,10.74,13.21,6,0,89.24
4.36,3.24,13.21,35,0,88.15
4.67,5.33,13.21,5,0,131.18
2.71,4.13,13.21,16,0,77.75
3.38,3.03,13.07,13,0,34.49
6,2.43,13.21,2,0,82.54
4.35,4.84,13.14,52,0,0
3.83,4.22,13.14,99,0,0
6,1.62,13.07,1,0,118.8
5.97,3.6,13.07,88,0,84.35
6.17,3.35,13.07,55,0,66.52
9.82,5.91,10.33,11,0,139.23
5.56,4.75,5.16,0,1,7.66
12,6.35,19.3,0,0,126.36
11.5,9.04,19.3,2,0,149.33
15.67,6.98,19.3,3,0,57.35
14.4,6.19,19.3,3,0,73.07
27.15,13.85,19.3,7,0,389.62
23.2,14.02,19.3,0,0,403.33
24.1,10.48,19.3,0,0,179.81
22.5,7.76,19.3,0,0,137.42
26.4,4.61,29.48,0,0,163.06
23.67,5.09,29.48,0,0,176.77
9.25,3.24,10.33,4,0,0
9.46,2.68,10.33,12,0,0
7.09,4.75,10.33,0,0,107.68
1.73,4.89,10.33,0,1,4.31
0.57,3.64,10.33,0,1,0
3.37,4.38,5.16,0,1,0
4.39,6.48,13.71,0,1,13.63
8.19,4.01,13.71,0,0,27.06
30.94,5.89,19.3,33,0,365.3
4.33,2.8,0,0,0,245.08
11.33,12.13,29.48,0,0,120.28
9.33,13.44,29.48,3,0,112.72
17.2,5.34,20.38,0,0,487.61
15,17.62,20.38,0,0,506.9
13.25,8.53,20.38,0,0,468.12
22.33,12.4,20.38,0,0,543.57
25,12.29,20.38,0,0,470.58
10.75,11.42,20.38,0,0,404.19
21.36,10.68,20.38,0,0,350.99
12.5,12.83,19.3,0,0,586.71
25.5,9.02,19.3,0,0,546.23
26,8.15,19.3,0,0,540.11
19.8,8.19,19.3,0,0,352.34
17.67,4.56,19.3,0,0,403.27
14.75,4.95,19.3,0,0,418.99
15,2.6,19.3,0,0,380.9
23,11.08,19.3,0,0,426.33
28.5,3.23,25.35,0,0,491.08
14.64,8.74,19.3,0,0,533.02
18.67,3.19,19.3,0,0,469.13
11.6,6.63,19.3,0,0,446.71
6.6,3.8,10.97,23,0,329.38
5.75,5.01,10.33,3,0,289.91
20.67,7.31,19.59,0,0,176.07
19,6.9,19.59,0,0,188.34
3.4,3.94,0,0,1,14.86
10.44,4.35,13.71,0,0,235.86
11.85,3.49,13.71,0,0,126.7
9.13,2.65,13.71,0,0,4.74
11,2.35,13.71,0,0,3.53
9.91,5.07,13.71,12,0,9.94
9.09,4.63,13.14,64,0,131.5
23.5,4.38,20.38,0,0,453.64
21.4,5.85,20.38,0,0,391.16
10.67,15.06,13.71,0,0,0
